region,canton,total_pop,FRI,max_fsi,urban_ratio,building_count,min_rwi
Maritime,Essé-Godjin,11335.089533999999,0.11377699761486522,152.39743041992188,0.0,12.0,-0.803
Maritime,Tokpli,14721.148223999999,0.1200441026813082,151.92446899414062,0.0,18.0,-0.453
Maritime,Tsévié,37729.040916,0.3866936805521157,88.30238342285156,0.1374738775546814,303.0,-0.505
Maritime,Davié,28583.883547,0.246001100998334,87.73065948486328,0.09163388311817411,27.0,-0.514
Maritime,Gblainvié,6031.635099,0.07305879648365068,148.50376892089844,0.0,0.0,-0.826
Maritime,Abobo,32764.208586,0.2638163542295847,156.25021362304688,0.08088970628112378,20.0,-0.715
Maritime,Djagblé,22871.121645,0.32354597291950304,148.20352172851562,0.6317846937862346,26.0,0.013
Maritime,Kpomé,11851.60549,0.10138462524064328,151.63290405273438,0.0,7.0,-0.18
Maritime,Dalavé,24395.010801,0.21194754158122667,125.81331634521484,0.017210027079362516,38.0,-0.461
Maritime,Gbatopé,17898.923668,0.09163910686267604,85.989501953125,0.0,3.0,-0.624
Maritime,Mission-Tové,25356.390537,0.2021322540371957,86.14602661132812,0.02953742662358891,28.0,-0.24
Maritime,Kovié,15884.060914,0.09147573623819305,84.73297119140625,0.0,3.0,-0.799
Maritime,Wli,3653.754369,0.06086096239774752,86.14602661132812,0.0,0.0,-0.667
Maritime,Bolou,6082.772319,0.06563511892263303,84.66444396972656,0.0,0.0,-0.604
Maritime,Gamé,11963.094427,0.08039335087654949,149.26828002929688,0.0,0.0,-0.796
Maritime,Agbélouvé,26251.331589,0.09030672290164726,147.3974151611328,0.0,0.0,-0.908
Maritime,Gapé-Centre,19731.043952,0.08629110491159186,148.86080932617188,0.0,0.0,-0.849
Maritime,Gapé-Kpodji,1963.6692480000002,0.05629757836269759,87.29509735107422,0.0,0.0,-0.777
Plateaux,Kati,2832.997526,0.05997199367410224,83.6141128540039,0.0,0.0,-0.691
Plateaux,Agou-Nyogbo-Agbétiko,3358.041634,0.06142126445953065,83.52679443359375,0.0,0.0,-0.853
Plateaux,Agou-Akplolo,1579.783923,0.054428643127175366,84.29131317138672,0.0,0.0,-0.555
Plateaux,Agou-Iboé,1853.286566,0.055402050366673075,83.52679443359375,0.0,0.0,-0.711
Plateaux,Agou-Nyogbo-Dzidjole,1579.783923,0.011245905507000525,12.828466415405273,0.0,1.0,0.0
Plateaux,Agou-Kébo,2988.118428,0.040772794747063364,16.59954071044922,0.0,1.0,-0.539
Plateaux,Agou-Tavié,9870.587922,0.05100315145310413,15.446853637695312,0.0,9.0,0.612
Plateaux,Agou-Atigbé,2204.34966,0.05478072109938878,81.84199523925781,0.0,0.0,-0.644
Plateaux,Gadja,16785.714448,0.08284577873863197,147.1544952392578,0.0,0.0,-0.749
Plateaux,Assahoun-Fiagbé,2547.248496,0.05724090246033366,81.4942398071289,0.0,0.0,-0.542
Plateaux,Klonou,1836.402711,0.051906716585161244,79.8974380493164,0.0,0.0,-0.432
Plateaux,Amoussou-Kopé,10312.239164,0.0779274290389427,146.8583526611328,0.0,0.0,-0.881
Plateaux,Agotimé-Sud (Adzakpa),5662.664228000001,0.07391498383309988,147.19216918945312,0.0,0.0,-1.293
Plateaux,Agotimé-Nord,10548.221336,0.10340361168716485,149.79385375976562,0.0,6.0,-0.86
Plateaux,Djon,12660.18081,0.06969070936232007,79.73091888427734,0.0,0.0,-0.681
Plateaux,Veh,4900.281088000001,0.03768692915877355,15.623586654663086,0.0,0.0,-0.809
Plateaux,Kougnohou,12149.201621,0.06853627782447992,77.78756713867188,0.0,0.0,-0.511
Plateaux,Gbendè,3114.00544,0.056407310860452226,78.57782745361328,0.0,0.0,-0.791
Plateaux,Yalla,3312.480512,0.036004083784392085,16.229267120361328,0.0,0.0,-0.535
Plateaux,Sérégbénè,8324.644187,0.06460255721295725,79.54129791259766,0.0,0.0,-0.639
Plateaux,Kpalavé,7665.24416,0.06579630054890105,81.87489318847656,0.0,0.0,-0.765
Plateaux,Kamina-Akébou,11450.65701,0.11623489232452827,85.93804168701172,0.0,45.0,-0.776
